type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Tv Show,Love Daily,,"Kamil Mcfadden, Alexandra Peters, Laura Marano, Paul Karmiryan, Brianne Tju, Alexis G. Zall, Leo Howard, Stephanie Nogueras",United States,01-Feb-21,2018,TV-14,1 Season,"Romantic Tv Shows, Teen Tv Shows","This Anthology Follows 12 Different Love Stories Involving Fateful Encounters, Magical Moments And Unexpected Romances Over The Course Of A Year."
Tv Show,My Dead Ex,,"Katherine Hughes, Ryan Lee, Ryan Malaty, Medalion Rahimi, Marc Evan Jackson, Beth Littleford, Audrey Wasilewski, Matt Braunger",United States,01-Feb-21,2018,TV-14,1 Season,"Tv Comedies, Teen Tv Shows",High School Teens Charley And Ben Find Themselves In A Complicated Romance When Ben Dies In A Tragic Accident But Is Resurrected By A Magical Spell.
Tv Show,The Unsettling,,"Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan, Noah Grismer, Alex Lange, David Clayton Rogers, Marguerite Moreau",United States,01-Feb-21,2019,TV-14,1 Season,"Tv Horror, Teen Tv Shows","As 16-Year-Old Becca Adjusts To Her New Foster Home, She Starts To Question Her Reality As Strange Things Begin To Happen All Around Her."
Tv Show,Pretend It’S A City,,Fran Lebowitz,United States,08-Jan-21,2021,TV-14,1 Season,Docuseries,"Wander The New York City Streets And Fascinating Mind Of Wry Writer, Humorist And Raconteur Fran Lebowitz As She Sits Down With Martin Scorsese."
Tv Show,Headspace Guide To Meditation,,Andy Puddicombe,United States,01-Jan-21,2021,TV-G,1 Season,"Docuseries, Science & Nature Tv","Headspace Takes A Friendly, Animated Look At The Benefits Of Meditation While Offering Techniques And Guided Meditations To Jump-Start Your Practice."
Tv Show,Best Leftovers Ever!,,"Jackie Tohn, David So, Rosemary Shrager",United States,30-Dec-20,2020,TV-G,1 Season,Reality Tv,Decadent Pasta From Day-Old Fries? Skillful Cooks Transform Tired Leftovers Into Tantalizing New Dishes In This Wildly Creative Culinary Competition.
Tv Show,Rhyme Time Town Singalongs,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone",United States,22-Dec-20,2020,TV-Y,1 Season,Kids' Tv,"Love Snackable, Snap-Worthy Songs? Sing Along With The Rhyme Time Town Friends As They Use Their Imaginations And Flex Their Problem-Solving Skills!"
Tv Show,Voices Of Fire,,Pharrell Williams,United States,20-Nov-20,2020,TV-PG,1 Season,"Docuseries, Reality Tv","In This Faith-Based Docuseries, Bishop Ezekiel Williams Builds An Inspiring, Nontraditional Gospel Choir With The Help Of Superstar Nephew Pharrell."
Tv Show,Holiday Home Makeover With Mr. Christmas,,Benjamin Bradley,United States,18-Nov-20,2020,TV-G,1 Season,Reality Tv,"Interior Designer Benjamin “Mr. Christmas” Bradley Works With A Trusty Team Of ""Elves” To Help Families Transform Their Homes For The Holidays."
Tv Show,Dash & Lily,,"Midori Francis, Austin Abrams, Dante Brown, Troy Iwata",United States,10-Nov-20,2020,TV-14,1 Season,"Romantic Tv Shows, Tv Comedies, Tv Dramas",Opposites Attract At Christmas As Cynical Dash And Sunny Lily Trade Messages And Dares In A Red Notebook They Pass Back And Forth Around New York City.
Tv Show,Forged In Fire,,Wil Willis,United States,01-Nov-20,2019,TV-14,1 Season,Reality Tv,Bladesmiths Vie For A Cash Prize By Forging The Best Metal Weapons From The Pages Of History In This Competition Series Featuring Expert Judges.
Tv Show,Lego Jurassic World: Secret Exhibit,,"Britt Mckillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre",United States,01-Nov-20,2018,TV-Y,1 Season,Kids' Tv,A Can-Do Problem Solver Teams Up With A Rugged Animal Behaviorist To Transport A Trio Of Dinosaurs Across The Park To A Super-Secret Exhibit.
Tv Show,Dreamworks Happy Holidays From Madagascar,,"Tom Mcgrath, Chris Miller, Christopher Knights, John Dimaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric The Entertainer, Andy Richter, Carl Reiner",United States,02-Oct-20,2005,TV-PG,1 Season,"Kids' Tv, Tv Comedies",Madagascar Goes Wild With Holiday Spirit In This Set Of Valentine'S Day And Christmas-Themed Tales Featuring Everyone'S Favorite Animal Characters.
Tv Show,Evil,,"Katja Herbers, Mike Colter, Aasif Mandvi, Michael Emerson, Christine Lahti, Kurt Fuller, Marti Matulis",United States,01-Oct-20,2019,TV-14,1 Season,Tv Dramas,A Forensic Psychologist Partners With A Catholic Priest-In-Training To Investigate Miracles And Demonic Possession In This Supernatural Drama.
Tv Show,The Unicorn,,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,01-Oct-20,2019,TV-14,1 Season,"Tv Comedies, Tv Dramas","A Widowed Father Of Two Girls Navigates The World Of Dating, Surprised To Learn That Many Women Consider Him A Hot Commodity."
Tv Show,The American Barbecue Showdown,,"Lyric Lewis, Rutledge Wood",United States,18-Sep-20,2020,TV-G,1 Season,Reality Tv,Eight Of The Country'S Best Backyard Smokers And Pitmasters Vie For The Title Of American Barbecue Champion In A Fierce But Friendly Faceoff.
Tv Show,Sing On!,,Tituss Burgess,United States,16-Sep-20,2020,TV-PG,1 Season,Reality Tv,"In This Fun, Fast-Paced Music Contest Hosted By Tituss Burgess, Players Sing Their Hearts Out And Try To Hit The Right Notes To Win Up To $60,000."
Tv Show,Away,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,04-Sep-20,2020,TV-14,1 Season,"Romantic Tv Shows, Tv Dramas, Tv Sci-Fi & Fantasy",Commander Emma Green Leaves Behind Her Husband And Daughter To Lead An International Crew Of Astronauts On A Perilous Three-Year Mission To Mars.
Tv Show,Bookmarks,,Marley Dias,United States,01-Sep-20,2020,TV-Y,1 Season,Kids' Tv,"Celebrity Readers Share Children'S Books By Black Authors To Spark Kid-Friendly Conversations About Empathy, Equality, Self-Love And Antiracism."
Tv Show,Emily'S Wonder Lab,,"Emily Callandrelli, Sky Alexis, Kennedi Butler, Arya Darbahani, Christopher Farrar, Alex Jayne Go, Jayden Langarcia, Makenzie Lee-Foster, Tenz Mccall, Zaela Rae, Mason Wells",United States,25-Aug-20,2020,TV-Y,1 Season,Kids' Tv,"Science-Loving Host Emily Calandrelli Makes Steam Fun With Activities, Demonstrations And At-Home Experiments That'Ll Make You Think — And Blow Your Mind!"
Tv Show,Game On: A Comedy Crossover Event,,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Paul Wight, Allison Munn, Gabriel Iglesias, Sherri Shepherd, Paulina Chávez, Jencarlos Canela",United States,10-Aug-20,2020,TV-G,1 Season,"Kids' Tv, Tv Comedies","Worlds Collide In This Special Event Featuring Familiar Faces, Surprise Cameos And Stories Of Spirited Competition From Four Different Comedy Series."
Tv Show,Tiny Creatures,,Mike Colter,United States,07-Aug-20,2020,TV-PG,1 Season,"Docuseries, Science & Nature Tv, Tv Action & Adventure",Little Animals Embark On Big Adventures Across The U.S. In A Dramatic Nature Series That Explores Their Hidden Worlds And Epic Survival Stories.
Tv Show,Wizards: Tales Of Arcadia,,"Colin O'Donoghue, David Bradley, Lena Headey, Emile Hirsch, Lexi Medrano, Steven Yeun, Alfred Molina, James Faulkner, Stephanie Beatriz, John Rhys-Davies",United States,07-Aug-20,2020,TV-Y7,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Sci-Fi & Fantasy","Merlin’S Apprentice Joins Arcadia’S Heroes On A Time-Bending Adventure In Camelot, Where Conflict Is Brewing Between The Human, Troll And Magical Worlds."
Tv Show,Transformers: War For Cybertron Trilogy,,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco",United States,30-Jul-20,2020,TV-Y7,1 Season,Anime Series,"As The Autobots And Decepticons Ravage Their Planet In A Brutal Civil War, Two Iconic Leaders Emerge In The Transformers Universe'S Origin Story."
Tv Show,Down To Earth With Zac Efron,,"Zac Efron, Darin Olien",United States,10-Jul-20,2020,TV-PG,1 Season,"Docuseries, Reality Tv, Science & Nature Tv","Actor Zac Efron Journeys Around The World With Wellness Expert Darin Olien In A Travel Show That Explores Healthy, Sustainable Ways To Live."
Tv Show,The Epic Tales Of Captain Underpants In Space,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,10-Jul-20,2020,TV-Y7,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Comedies",Best Friends George And Harold — Along With Their Classmates And Tyrannical Principal — Are Recruited For A Mysterious Mission In Outer Space.
Tv Show,The Baby-Sitters Club,,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",United States,03-Jul-20,2020,TV-G,1 Season,"Kids' Tv, Tv Dramas",Ann M. Martin'S Beloved Books Get A Modern Update In This Series That Follows A Group Of Girlfriends And Their Homegrown Babysitting Business.
Tv Show,Say I Do,,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",United States,01-Jul-20,2020,TV-14,1 Season,"Reality Tv, Romantic Tv Shows","In This Reality Show, Couples Overcome Obstacles To Celebrate Their Love In Surprise Dream Weddings Designed By Three Experts In Less Than A Week."
Tv Show,Floor Is Lava,,Rutledge Wood,United States,19-Jun-20,2020,TV-PG,1 Season,Reality Tv,"Teams Compete To Navigate Rooms Flooded With Lava By Leaping From Chairs, Hanging From Curtains And Swinging From Chandeliers. Yes, Really."
Tv Show,Sweet Magnolias,,"Joanna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone",United States,19-May-20,2020,TV-14,1 Season,"Romantic Tv Shows, Tv Dramas","Lifelong Friends Maddie, Helen And Dana Sue Lift Each Other Up As They Juggle Relationships, Family And Careers In The Small, Southern Town Of Serenity."
Tv Show,Wwii In Hd,,"Gary Sinise, Rob Lowe, Josh Lucas, Justin Bartha, Amy Smart, Ll Cool J, Steve Zahn, Jason Ritter, Ron Livingston, Tim Dekay, Mark Hefti, James Kyson, Rob Corddry",United States,02-May-20,2009,TV-14,1 Season,Docuseries,Rare Color Footage Interwoven With Firsthand Interviews And Diary Entries Bring To Life The Global Sweep Of World War Ii Via Those Who Were There.
Tv Show,Absurd Planet,,Afi Ekulona,United States,22-Apr-20,2020,TV-PG,1 Season,"Docuseries, Science & Nature Tv, Tv Comedies","A Cast Of Quirky Critters And Mother Nature Herself Narrate This Funny Science Series, Which Peeks Into The Lives Of Earth’S Most Incredible Animals."
Tv Show,100 Humans,,"Zainab Johnson, Sammy Obeid, Alie Ward",United States,13-Mar-20,2020,TV-14,1 Season,"Docuseries, Science & Nature Tv","One Hundred Hardy Souls From Diverse Backgrounds Participate In Playful Experiments Exploring Age, Sex, Happiness And Other Aspects Of Being Human."
Tv Show,Dreamworks Shrek'S Swamp Stories,,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",United States,17-Feb-20,2008,TV-PG,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Comedies","Shrek Celebrates Halloween, Puss In Boots Is Captured By Soldiers, And The Gang Participates In A Kingdom-Wide Singing Competition."
Tv Show,Shopkins,,Kate Murphy,United States,01-Feb-20,2014,TV-Y,1 Season,Kids' Tv,"Tiny Grocery Store Items Come To Life As The Shopkins, Who Have Fun Adventures With Each Other At Small Mart And The Magical Town Called Shopville."
Tv Show,What The Love! With Karan Johar,,Karan Johar,United States,30-Jan-20,2020,TV-14,1 Season,"International Tv Shows, Reality Tv, Romantic Tv Shows","With Help From Celebrity Guests And A Glam Squad, Filmmaker Karan Johar Mentors Six Singletons Through Their Personal Struggles As They Look For Love."
Tv Show,Dreamworks How To Train Your Dragon Legends,,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler",United States,20-Jan-20,2011,TV-PG,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Sci-Fi & Fantasy","In This Set Of Shorts, Hiccup And The Gang Learn About Different Species Of Dragons. Then, Gobber Goes In Search Of The Boneknapper Dragon."
Tv Show,Aj And The Queen,,"Rupaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere",United States,10-Jan-20,2020,TV-14,1 Season,"Tv Comedies, Tv Dramas","While Traveling Across The Country In A Run-Down Rv, Drag Queen Ruby Red Discovers An Unlikely Sidekick In Aj: A Tough-Talking 10-Year-Old Stowaway."
Tv Show,Merry Happy Whatever,,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes Macarthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",United States,28-Nov-19,2019,TV-PG,1 Season,Tv Comedies,"A Struggling La Musician Tries To Win Over His New Girlfriend'S Gruff Dad And Quirky, Tight-Knit Siblings On A 10-Day Christmas Visit To Philadelphia."
Tv Show,Dolly Parton'S Heartstrings,,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts, Melissa Leo, Andy Mientus, Katie Stevens, Michael J. Willett, Aidan Langford, Ray Mckinnon, Delta Burke, Gerald Mcraney, Ben Lawson, Brooke Elliott, Michele Weaver, Tim Reid, Sarah Shahi, Rochelle Aytes, Jessica Collins, Tammy Lynn Michaels, Robert Taylor, Holly Taylor, Shane Paul Mcghie, Mary Lane Haskell, Camryn Manheim, Bellamy Young, Patricia Wettig, Timothy Busfield, Tom Brittney, Virginia Gardner, Colin O'Donoghue, Willa Fitzgerald, David Denman, Vanessa Rubio, Mac Davis, Kathleen Turner, Ginnifer Goodwin, Kyle Bornheimer, Tyler Crumley, Mary Donnelly Haskell, Ed Amatrudo",United States,22-Nov-19,2019,TV-14,1 Season,Tv Dramas,"Eight Stories Celebrating Family, Faith, Love And Forgiveness Come To Life In This Series Inspired By Dolly Parton'S Iconic Country Music Catalog."
Tv Show,Bella And The Bulldogs,,"Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco",United States,02-Nov-19,2015,TV-G,1 Season,"Kids' Tv, Tv Comedies","The Life Of Cheerleader Bella Dawson Turns Upside Down When, In A Twist Of Fate, She Becomes Quarterback For Her Middle School'S Football Team."
Tv Show,A Year In Space,,Scott Kelly,United States,01-Nov-19,2015,TV-PG,1 Season,"Docuseries, International Tv Shows, Science & Nature Tv",Two Astronauts Attempt To Brave A Life In Earth'S Orbit On A Record-Setting Mission To See If Humans Have The Endurance To Survive A Flight To Mars.
Tv Show,Raising Dion,,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,04-Oct-19,2019,TV-PG,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Dramas",A Widowed Mom Sets Out To Solve The Mystery Surrounding Her Young Son'S Emerging Superpowers While Keeping His Extraordinary Gifts Under Wraps.
Tv Show,Inside Bill'S Brain: Decoding Bill Gates,,Bill Gates,United States,20-Sep-19,2019,TV-14,1 Season,"Docuseries, Science & Nature Tv",Take A Trip Inside The Mind Of Bill Gates As The Billionaire Opens Up About Those Who Influenced Him And The Audacious Goals He'S Still Pursuing.
Tv Show,"The Mind, Explained",,Emma Stone,United States,12-Sep-19,2019,TV-14,1 Season,"Docuseries, Science & Nature Tv","Ever Wonder What'S Happening Inside Your Head? From Dreaming To Anxiety Disorders, Discover How Your Brain Works With This Illuminating Series."
Tv Show,Hyperdrive,,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak",United States,21-Aug-19,2019,TV-PG,1 Season,Reality Tv,"Elite Street Racers From Around The World Test Their Limits In Supercharged Custom Cars On The Biggest, Baddest Automotive Obstacle Course Ever Built."
Tv Show,Diagnosis,,Lisa Sanders,United States,16-Aug-19,2019,TV-14,1 Season,"Docuseries, Science & Nature Tv",Dr. Lisa Sanders Crowdsources Diagnoses For Mysterious And Rare Medical Conditions In A Documentary Series Based On Her New York Times Magazine Column.
Tv Show,Dc Super Hero Girls,,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",United States,12-Aug-19,2019,TV-Y7,1 Season,Kids' Tv,"As Metropolis High Students, Super Teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, And Green Lantern Fight Crime, Classwork And Crushes."
Tv Show,Twelve Forever,,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,29-Jul-19,2019,TV-PG,1 Season,Kids' Tv,Reggie'S Wild Imagination Unlocks A Weird And Wonderful World Where She Can Be Herself – And Escape The Pressures Of Growing Up.
